"Table 2.7. Investment in Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Billions of dollars] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last Revised on: August 8, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
57,    Other structures,0.8,0.9,1,1,1,1,1.2,1,1.2,1.4,1.2,1.1,1.2,1,0.8,0.9,1.1,1.1,1.2,1.3,1.1,1.3,1.6,1.6,1.8,2.1,2,1.9,1.9,1.7,1.1,0.6,0.4,0.5,0.5,0.7,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.9,1.1,2,1.9,2.7,2.8,2.8,3.2,3.3,3.5,3.6,3.5,4,4.1,4.1,4.7,5.2,5.1,5.4,5.8,6.4,7.3,7.7,7.7,7.1,7.6,7.7,7.9,8.6,9.9,10.2,10,10.9,12.2,14.9,18.2,19.8,21.1,21.1,23.2,27.9,31.4,30.4,33.4,32,33.8,37.4,33.2,30.9,34.3,34.6,40.1,48.1,55.4,61.2,63.8,68.3,65,59.1,58.8,62.2,62.4,73.7,90.5,104,83.5,59.6,54.3,60.3,65.3,72.9,82.5,92,97.5,105.2
58,      Religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0.1,0.1,0.3,0.4,0.4,0.5,0.4,0.5,0.6,0.7,0.8,0.9,0.9,0.9,1,1,1,1,1,1.2,1.1,1.1,1.1,1,0.9,0.8,0.9,0.8,0.9,0.9,1,1.1,1.4,1.7,1.9,2,1.9,2.3,2.7,3.1,3.5,3.7,3.9,4.3,4.1,3.8,3.4,3.8,3.8,4.2,4.4,5.6,6.5,7.2,7.9,8.3,8.3,8.6,8.2,7.7,7.7,7.5,7.2,6.2,5.2,4.2,3.8,3.6,3.4,3.6,3.7,3.4,3
59,      Educational and vocational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.7,0.7,0.8,0.8,1,1,1.1,1.1,0.9,1,1.1,1,0.7,0.7,0.7,0.7,0.9,1.1,1.6,1.7,1.9,2.1,2.3,2.7,3.2,4.7,3.8,4.3,4.8,4.9,5.1,5.3,5.5,6.2,7.6,9.8,10.9,10.4,12.7,13.8,14.2,14.3,13.6,13.9,14.6,17.1,18.2,17.5,14.2,14.2,16.3,15.4,15.4,16.1,18,18.9,19.5
60,      Lodging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.5,0.6,0.7,0.7,0.9,1.4,1.4,1.4,1.2,1.2,1.3,1.3,1.4,2,2.3,1.7,1.1,0.9,1,1.3,2.5,3.5,4.4,4.5,5.7,7.4,8.1,8.3,8.5,7.9,8.9,10.8,7.5,4.6,5.7,5.8,8.8,13.5,16,18.3,19.8,20.2,18,13,12.3,14.8,15.7,21.8,34,43.8,31.4,13.9,10.4,12.6,16.1,20.2,26.4,32.8,34.6,38.1
61,      Amusement and recreation,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.9,0.8,0.9,1,1,1.3,1.4,1.4,0.8,1,1.1,1.1,1.2,1.3,1.3,1.3,1.5,1.7,2.1,2.5,2.9,3.1,3.7,4.2,5.4,6.7,6.3,6.9,7.5,6.8,7.3,6.9,6.9,7.6,8,8.5,9.3,10.2,10.3,11.5,10.5,9.4,9,9.3,10.1,9,11.2,12.2,12.6,10.1,7.8,8.1,7.5,8.3,9.3,11.8,15.1,16.5,17.5
62,      Transportion,0.5,0.6,0.8,0.8,0.7,0.8,0.9,0.7,0.9,1.1,0.9,0.7,0.8,0.7,0.5,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.8,0.8,0.8,1,0.9,0.9,1,0.9,0.6,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.7,0.8,0.7,0.6,1,0.9,0.8,1,1.1,1.1,0.9,0.9,1,0.9,0.6,0.7,0.7,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1,1.1,1,1.1,1.2,1.3,1.6,1.5,2,2.4,2.9,3.1,3.2,3.4,3.3,3.4,4.1,4.7,3.5,3.1,3.2,3.3,3.3,3.1,3.5,3.8,4.1,4.3,5.3,6.1,7.1,6.3,6.7,7,6.7,6.4,6.8,7.1,8.6,8.9,9.8,8.9,9.8,9.4,10.8,10.9,12.1,13.5,12.9,14.6,16.9
63,        Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.7,0.8,1,1,1.2,1.3,2,2.2,1.4,1.1,1,0.9,0.9,1,0.9,0.6,0.4,0.6,1.1,1,1.1,1.1,2.2,3.8,6.2
64,        Land 3,0.5,0.6,0.8,0.8,0.7,0.8,0.9,0.7,0.9,1.1,0.9,0.7,0.8,0.7,0.5,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.8,0.8,0.8,1,0.9,0.9,1,0.9,0.6,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.4,0.4,0.3,0.4,0.5,0.7,0.8,0.7,0.6,0.9,0.9,0.8,0.9,1.1,1.1,0.9,0.9,0.9,0.9,0.5,0.6,0.6,0.5,0.5,0.6,0.6,0.7,0.8,0.7,0.9,1,0.9,1,1.1,1.2,1.4,1.4,1.9,2.2,2.7,2.9,3,3.1,3,3,3.6,4.1,2.9,2.5,2.5,2.7,2.6,2.4,2.9,3.1,3.4,3.5,4.4,5.1,5.9,5,4.8,4.8,5.2,5.3,5.7,6.2,7.7,7.9,8.9,8.3,9.4,8.8,9.7,9.9,10.9,12.4,10.8,10.8,10.7
65,      Farm,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.8,0.8,0.7,0.7,0.8,0.9,0.8,0.7,0.7,0.8,0.8,0.8,1.1,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.7,1.6,1.7,1.9,1.9,1.8,2.5,3.2,3.7,4,4.4,5.2,5.8,5.2,4.7,3.8,3.3,3.3,2.3,2.1,2.6,2.4,2.5,2.8,2.8,2.4,3.4,3.2,3,3.7,3.8,4.3,5.1,6,5.1,5.6,5.1,5.5,5.9,5.8,6.3,8.4,6.9,6.4,5.9,7.7,9.5,11,9.3,8.3,8.5,8.8
66,      Other 4,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.4,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,1,1.1,1.4,1.5,1.7,1.9,2.2,2.8,4,3.4,3.9,3.3,3.6,4.3,4.3,5,4.7,4.3,5,4.3,3.8,3.9,3.5,4.3,3.3,2.4,2.7,3.3,3.1,4,4.4,4,2.5,2.5,2.1,1.6,1.5,1.6,1.9,1.1,0.9,1.5
67,  Residential structures,0.9,0.8,0.9,1,1.5,1.5,1.4,1.4,1.6,1.4,1.3,1.5,1.4,1.4,1.5,1.7,1.2,0.8,1.8,1.7,2.3,3.6,4.7,5.4,5.8,5.8,5.4,5.1,4,2.4,1.8,0.8,0.7,1,1.4,1.8,2.1,2.2,3.1,3.6,4.2,2.3,1.6,1.5,1.8,7.9,12.1,15.7,14.8,20.6,18.5,18.6,19.4,21.2,25,23.6,22.2,22.3,28.1,26.3,26.5,29.1,32.3,34.5,34.5,32.7,32.9,39.3,43.4,42.3,56.9,70.9,76.6,67.6,64.8,84.6,112.8,135.3,144.7,126.1,124.9,107.2,156.9,185.6,195,229.3,244,250.1,249.9,233.7,215.4,248.8,280.7,317.6,317.7,351.7,369.3,412.1,454.5,477.7,505.2,549.6,628.8,740.8,846.6,828.1,680.6,506.4,381.2,367.4,369.1,421.5,499,548.8,622.1,686.4,743.3,773.7
68,    Housing units,0.7,0.7,0.7,0.8,1.2,1.2,1.1,1.1,1.3,1.1,1.1,1.2,1.2,1.2,1.3,1.4,0.9,0.6,1.5,1.3,1.8,2.9,3.9,4.5,4.8,4.8,4.5,4.2,3.1,1.6,1.3,0.5,0.3,0.4,0.7,1.1,1.4,1.5,2.4,2.8,3.3,1.6,1,0.7,0.8,5.3,8.5,11.4,10.7,16.2,13.8,13.5,14,15.5,18.8,16.9,15.2,15.3,19.9,17.7,17.6,20.2,22.9,24.7,24.5,22.3,22,27.7,30.8,28.5,40.7,52.9,57.9,45.9,38.5,53.6,75.9,89.6,93.9,73.6,73.6,61,100.5,120,120.7,138.2,145.7,146.6,147.1,135.5,117.5,139.1,156.2,184.9,181.8,202.6,209.5,235.6,262.2,274.7,286.5,305,350.7,424.4,492.1,477.4,360.1,233.9,135.4,128.1,126.4,158.4,207.6,240.9,280.6,312.1,339.5,355
69,      Permanent site,0.7,0.7,0.7,0.8,1.2,1.2,1.1,1.1,1.3,1.1,1.1,1.2,1.2,1.2,1.3,1.4,0.9,0.6,1.5,1.3,1.8,2.9,3.9,4.5,4.8,4.8,4.5,4.2,3.1,1.6,1.3,0.5,0.3,0.4,0.7,1.1,1.4,1.5,2.4,2.8,3.3,1.6,1,0.7,0.8,5.2,8.3,11.2,10.6,16,13.7,13.3,13.8,15.3,18.4,16.3,14.7,14.8,19.3,17.2,17,19.6,22.2,23.8,23.4,21.2,20.8,26,28.5,26.2,37.6,49,53.5,42.5,36,50.4,71.7,84.9,88.7,69,68.7,56.2,94.3,113.7,114.6,132.9,140.4,141.4,142,130.6,113.1,133.6,148.9,175.4,170.2,189.4,195.7,220.9,247.9,263.7,277.6,295.5,342.1,414.6,479.4,466.2,350.2,225.5,130.5,123.2,121.6,153.1,201.7,234.4,273.2,303.2,329.1,343.3
70,        1 to 4 unit,0.6,0.6,0.6,0.7,1.1,1.1,1,1,1.2,1,1,1.1,1.1,1,1.1,1.2,0.9,0.6,1.4,1.2,1.7,2.6,3.4,3.9,4,3.9,3.5,3.3,2.5,1.4,1.2,0.5,0.3,0.4,0.7,1,1.2,1.4,2.1,2.6,3.1,1.5,0.9,0.7,0.8,4.9,7.9,10.4,9.8,15.2,13.2,12.9,13.3,14.8,17.9,15.9,13.9,12.8,16.7,14.9,14.1,15.3,16.6,17.7,18.2,16.7,16.8,19.8,20.3,18.1,26.5,34,36.8,30.7,31.2,45.5,64.5,75.3,75.9,56.2,55.5,43.9,76.7,91.4,91.3,107.6,120,123.4,124,115.2,101.7,124.2,141.3,164.8,156.4,173.7,177.9,201.3,225.9,240.9,253.2,269.5,315.1,383.4,440.4,422.2,308.3,186.5,106.7,111,108.4,132.8,173,196.2,224.4,247.2,274.5,288.7
71,      5-or more-unit,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0,0.1,0.1,0.2,0.3,0.5,0.6,0.8,1,1,0.9,0.7,0.2,0.2,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0,0.3,0.4,0.8,0.9,0.9,0.5,0.4,0.5,0.5,0.5,0.5,0.7,2,2.6,2.3,2.9,4.4,5.7,6.1,5.2,4.5,4,6.2,8.2,8.1,11.1,15,16.8,11.8,4.8,4.9,7.2,9.7,12.9,12.8,13.2,12.3,17.6,22.2,23.3,25.3,20.4,18,18,15.4,11.3,9.3,7.6,10.6,13.8,15.7,17.7,19.6,22,22.7,24.3,26,27,31.2,38.9,44,41.8,39,23.8,12.2,13.2,20.3,28.7,38.1,48.8,56,54.6,54.6
72,      Manufactured homes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.5,0.6,0.5,0.6,0.5,0.5,0.6,0.6,0.9,1,1.1,1.2,1.7,2.3,2.3,3.2,3.9,4.4,3.3,2.5,3.2,4.2,4.7,5.1,4.6,4.9,4.8,6.3,6.3,6.1,5.3,5.3,5.2,5.1,4.9,4.4,5.5,7.3,9.6,11.6,13.2,13.9,14.7,14.3,11,9,9.5,8.6,9.8,12.7,11.2,9.9,8.3,4.9,4.9,4.8,5.3,6,6.5,7.4,8.9,10.3,11.7
73,    Brokers' commissions and other ownership transfer costs 5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.7,0.7,0.6,0.7,0.8,0.9,1,1.1,1.3,1.4,1.4,1.4,1.5,1.9,1.8,1.9,2.2,2.4,2.6,2.8,2.8,3.1,3.6,4,4.6,5.9,7,7.7,8.4,9.8,11.9,15.1,19,20.5,18.3,16.5,14.3,21.7,25.2,30.1,36.8,39.6,42.1,41.2,39.6,40.8,45.5,50,53.5,54.2,61.5,68.1,81.8,89.8,92.7,101.2,117.1,138.2,162.5,185.2,170.2,140,105.3,92,89.8,89.1,103.8,124.6,126.1,140.7,152.3,162.1,162.5
74,    Improvements,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.1,0.2,0.3,0.4,0.4,0.5,0.4,0.5,0.5,0.6,0.4,0.3,0.4,0.6,2,2.9,3.7,3.3,3.5,3.7,4,4.2,4.3,4.7,5.1,5.4,5.3,6.1,6.5,6.7,6.2,6.5,6.6,6.6,7,7.4,7.6,8.2,9,10.1,10.9,10.8,13.2,16.4,19,21.8,26.6,30.2,34.1,34.6,31.6,34.3,40,43.8,54,58.1,60.8,61,57.9,56.9,63.8,74,78.9,81.3,87,91,93.8,101.2,109,115.9,125.9,138.2,152.3,167.7,178.4,177.6,163.4,151.2,147.9,151.4,156.3,162.8,178.3,196.9,217.4,237.3,251.8
75,    Other residential 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.6,0.6,0.6,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.6,0.6,0.7,0.8,0.3,0.3,0.5,0.3,0.5,0.6,0.8,1,1.3,1.4,1.6,1.5,1.8,1.7,1.5,2.1,2.9,3.8,2.5,1.7,2.2,2.9,3.9,3.6,3.9,4.6,4.3,4.4
76,Intellectual property products,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.5,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.8,0.8,1.1,1.2,1.1,1.2,1.4,1.8,2,2.1,2,2.3,2.4,3,3.7,3.9,4.3,5.2,5.6,6,6.6,7.1,8,8.4,9.2,9.8,11.1,12.8,14,15.5,17.1,17.9,18.6,20.5,22.6,25.4,27.7,32.1,35.7,40.2,47.9,54.1,64.5,72.4,81,94.7,105,113.1,120.1,132.7,150.1,164.4,179.1,187.7,196.9,205.7,226.8,253.3,288,318.1,365.1,411.3,415,406.2,418.7,437.8,473.1,506.3,544.8,574.3,564.4,578.2,622.3,655.7,692.7,730.5,763.3,813.8,854.2,931.1
77,  Nonresidential intellectual property products,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.5,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.8,0.8,1.1,1.2,1.1,1.2,1.4,1.8,2,2.1,2,2.3,2.4,3,3.7,3.9,4.3,5.2,5.6,6,6.6,7.1,8,8.4,9.2,9.8,11.1,12.8,14,15.5,17.1,17.9,18.6,20.5,22.6,25.4,27.7,32.1,35.7,40.2,47.9,54.1,64.5,72.4,81,94.7,105,113.1,120.1,132.7,150.1,164.4,179.1,187.7,196.9,205.7,226.8,253.3,288,318.1,365.1,411.3,415,406.2,418.7,437.8,473.1,506.3,544.8,574.3,564.4,578.2,622.3,655.7,692.7,730.5,763.3,813.8,854.2,931.1
78,      Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.4,0.5,0.7,1,1.2,1.3,1.8,2.3,2.4,2.8,3.2,3.9,4.8,5.2,5.5,6.3,8.1,9.8,11.8,14,16.4,20.4,23.8,25.6,29,33.3,40.6,45.4,48.7,51.1,57.2,60.4,65.5,74.5,93.8,109.2,136.6,156.8,157.7,152.5,155,166.3,178.6,189.5,206.4,223.8,226,226.4,249.8,272.1,283.7,297.5,307.1,327.6,347.9,380
79,        Prepackaged 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.7,0.9,1.2,1.6,1.9,2.6,4,4.9,5.3,5.9,7.6,10.5,13.3,14.3,16.6,18.5,19.9,22.2,26.4,34.9,43.3,50.7,56.5,58.3,63.5,65.1,70.8,75.1,77,80.4,86.9,88.7,80.3,91.7,102.7,109.7,116.1,124.4,133.2,141.3,158.1
80,        Custom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.7,0.8,0.9,1.2,1.5,1.8,1.9,2.1,2.4,2.9,3.6,4.6,4.9,5.7,6.7,7.7,8.6,9.5,11.4,13,14.2,15.7,16.8,18.6,21.4,24.7,30.7,37.8,45.2,53.6,63.9,63.4,56.5,56.2,58.7,65.8,73.3,82.4,91.1,90.9,100.4,110.4,119.1,121.3,126.6,124.9,133,142.3,155.3
81,        Own account,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.5,0.6,0.9,1,1,1.3,1.4,1.4,1.6,1.7,2,2.5,2.8,2.9,3.3,4.3,5,5.6,7.2,8,9.7,11.2,11.7,13.6,14.3,17.2,17.9,18.8,17.6,20.2,19.2,18.6,17.4,21.1,20.7,32.3,36.4,35.9,32.5,33.7,36.7,37.7,39.3,43.6,45.8,46.5,45.8,47.7,50.3,52.7,54.8,57.8,61.4,64.3,66.7
82,"      Research and development 8,9",0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.6,0.6,0.5,0.5,0.5,0.8,1.1,1.1,1,1.2,1.4,1.9,2.4,2.5,2.7,3.6,3.7,4,4.4,4.8,5.1,5.6,6,6.4,7.2,8,8.9,9.9,10.9,11.4,11.8,12.8,14.5,16.3,17.4,19.5,21.6,24.8,28.9,34,39.4,44.5,49.3,56.6,62.7,66.1,69.2,76.4,84.1,91.5,101,105.4,106.3,109.2,121.2,134.5,148.1,160.6,177.5,199,202.7,196.1,201,207.4,224.7,245.6,268,284.2,274.6,282.4,303.4,313.4,337.9,359.5,378.9,405.2,422,461.7
83,        Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.5,0.6,0.4,0.5,0.5,0.8,1,1.1,0.9,1.1,1.3,1.8,2.3,2.4,2.6,3.4,3.6,3.8,4.2,4.6,4.9,5.3,5.6,6.1,6.7,7.6,8.4,9.3,10.3,10.8,11.2,12.1,13.7,15.4,16.3,18.2,20.2,23.1,26.9,31.8,36.9,41.7,46.4,53.4,59.2,62.1,64.7,71.1,78.5,85.6,94.7,98.8,99.5,102.3,114,126.7,139.9,151.5,168,189.2,192.7,185.4,189.3,195.4,212.3,232.7,254.5,268.6,257.3,263.7,283.6,291.9,315.2,337.1,355.5,379.2,395.8,434.1
84,          Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.4,0.4,0.4,0.7,0.9,1,0.9,1.1,1.2,1.7,2.2,2.3,2.4,3.3,3.5,3.8,4.1,4.6,4.8,5.2,5.6,6,6.7,7.5,8.3,9.2,10.2,10.6,10.9,11.8,13.5,15.1,15.9,17.6,19.3,21.7,25,29.2,33.4,37.3,40.9,46.5,50.9,52.6,54.6,57.7,61.9,64.6,68.2,70.9,69.4,74.3,85,96.2,105.2,112.7,119.3,132.5,138.1,129.2,132.3,140.4,151.5,165.6,182,188,180.2,184.2,191.6,200.6,215.3,227.8,233.4,247.2,254.9,271.3
85,            Pharmaceutical and medicine manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,1,1.1,1.2,1.4,1.6,1.9,2.2,2.6,3.1,3.5,3.7,3.9,5.1,6,6.8,7.7,9,10.1,11.3,12.2,14.5,16.5,18.7,21.9,24.5,28.3,29.6,32.3,33.3,37,40.1,44.8,55.6,58,52.6,57.3,53.7,56.2,60.2,63.7,66.4,69.6,72.2,75.1
86,"            Chemical manufacturing, excluding pharmaceutical and medicine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4,1.5,1.7,1.9,2,2.2,2.3,2.5,2.8,3.2,3.6,3.8,4.1,4.4,4.6,4.6,4.7,5.2,5.5,6.2,6.5,6.4,6.6,6.2,6.3,7,6.5,8,8.1,8.3,8.1,6.8,7.5,7.6,8.1,8.4,9.1,11.3,9.9,10.4,10.7,10.1,10.5,11.4,11.6,10.3,10.3,9.9
