"Table 7.3. Current-Cost Depreciation of Government Fixed Assets"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"72","  Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.4,1.7,2.0,2.3,2.7,3.0,3.4,3.8,4.2,4.7,5.3,6.1,7.1,8.1,8.9,9.8,10.5,11.2,11.5,12.1,12.9,14.0,15.3,16.2,16.8,17.4,18.3,19.4,20.6,22.0,23.7,24.7,25.4,26.3,27.4,28.4,29.7,30.5,31.6,33.1,35.0
"73","    Software","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.8,0.9,1.1,1.3,1.6,1.8,2.0,2.3,2.8,3.4,4.1,4.7,5.3,5.7,6.1,6.2,6.5,7.1,7.8,8.6,9.1,9.2,9.3,9.7,10.2,10.9,11.5,12.2,12.5,12.6,12.8,13.3,13.9,14.4,14.9,15.4,16.1,17.2
"74","    Research and development",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.2,1.3,1.5,1.7,1.9,2.1,2.3,2.4,2.7,3.0,3.3,3.6,4.0,4.2,4.5,4.8,5.1,5.3,5.6,5.9,6.2,6.7,7.1,7.6,8.1,8.6,9.2,9.7,10.6,11.6,12.2,12.8,13.5,14.0,14.6,15.3,15.6,16.1,17.0,17.8
"","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75","  General government fixed assets",0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.7,0.8,1.0,1.0,1.1,1.2,1.2,1.3,1.4,1.8,3.4,6.2,9.0,10.3,11.1,11.0,10.1,9.2,8.6,9.5,10.5,11.6,12.3,13.1,14.5,15.7,16.6,17.6,18.6,19.7,21.1,22.6,23.7,24.9,26.5,28.5,30.8,33.2,36.1,38.5,40.4,43.2,49.4,54.6,58.3,62.7,68.4,75.6,84.7,95.3,105.8,112.9,123.2,131.1,139.9,149.6,161.0,172.0,182.3,192.1,197.7,204.1,210.8,218.2,221.6,225.7,230.8,238.4,249.1,256.4,263.0,272.3,286.7,307.0,327.5,351.3,375.7,389.8,402.2,419.3,432.9,441.7,451.3,455.5,459.2,471.3,490.3
"76","    Equipment",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.7,1.8,4.2,6.8,7.9,8.3,7.6,6.4,5.4,4.8,4.9,5.5,6.3,7.0,7.3,7.8,8.2,8.3,8.6,9.0,9.3,9.9,10.4,10.6,10.8,11.2,11.8,12.5,13.0,13.5,13.7,13.7,13.6,15.0,16.6,18.3,20.1,22.4,24.4,26.5,29.4,33.3,36.3,41.2,43.4,46.0,48.7,52.2,56.4,60.3,64.3,66.7,69.0,72.0,73.2,73.5,72.7,73.4,74.4,76.6,77.6,78.6,80.2,83.0,86.2,89.8,94.5,101.0,106.6,110.9,115.2,117.7,117.8,117.7,116.9,116.4,117.1,120.2
"77","    Structures",0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,1.0,1.4,1.7,1.7,1.7,2.0,2.4,2.6,2.6,2.5,3.1,3.3,3.4,3.3,3.4,3.9,4.2,4.4,4.6,4.6,4.8,5.1,5.4,5.7,6.0,6.5,7.0,7.6,8.5,9.5,10.6,11.4,12.8,15.6,17.5,17.9,18.8,20.1,22.5,25.7,29.1,31.4,31.6,32.3,33.4,35.1,37.3,38.8,40.4,42.5,44.0,45.1,47.1,49.4,52.4,55.0,58.0,60.9,64.4,68.6,72.6,76.0,79.4,85.4,95.8,106.0,117.5,127.1,131.7,133.2,139.4,146.0,150.5,155.1,157.8,160.5,166.1,174.8
"78","    Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.7,0.8,1.0,1.1,1.2,1.3,1.5,1.7,1.8,2.0,2.3,2.7,3.3,3.9,4.4,5.0,5.5,6.1,6.7,7.5,8.1,8.8,9.6,10.6,11.8,13.1,14.3,15.3,16.7,18.8,20.6,22.0,23.8,25.8,28.7,32.5,36.8,41.2,45.0,49.7,54.3,58.8,63.6,70.0,75.2,79.5,83.8,85.9,88.0,89.4,92.5,93.1,94.9,96.6,99.6,103.9,106.1,108.4,112.6,118.3,125.0,131.6,139.3,147.7,151.6,158.1,164.7,169.2,173.4,178.5,180.8,182.4,188.0,195.3
"79","  Government enterprise fixed assets",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1.0,1.0,1.1,1.1,1.2,1.3,1.4,1.5,1.6,1.8,2.0,2.2,2.5,2.8,3.1,3.5,4.3,5.1,5.5,6.0,6.6,7.5,8.7,9.9,10.8,11.4,12.1,12.8,13.6,14.5,15.5,16.6,17.8,18.8,19.8,21.1,22.2,23.5,24.6,25.7,26.7,28.4,30.3,31.8,33.2,34.9,37.8,41.4,44.7,48.2,51.3,53.0,55.0,57.8,60.7,62.9,65.2,67.1,69.1,71.9,75.4
"80","    Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.8,1.0,1.1,1.2,1.3,1.5,1.8,2.0,2.2,2.4,2.7,3.0,3.3,3.5,3.8,4.2,4.6,4.9,5.3,5.6,6.0,6.2,6.5,6.6,6.8,7.3,7.7,7.8,8.0,8.5,9.2,9.8,10.2,10.4,11.0,11.8,12.3,12.8,13.3,13.7,14.0,14.3,14.7,15.2,15.7
"81","    Structures",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.6,1.8,2.0,2.2,2.5,2.8,3.4,4.0,4.2,4.6,5.1,5.8,6.7,7.6,8.2,8.6,8.9,9.3,9.8,10.3,11.0,11.7,12.4,12.9,13.4,14.1,14.9,15.7,16.6,17.5,18.3,19.3,20.6,21.7,22.9,24.1,26.3,29.1,32.0,35.0,37.4,38.2,39.6,41.9,44.1,45.7,47.5,48.8,50.2,52.3,55.0
"82","    Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.9,1.0,1.1,1.3,1.4,1.5,1.5,1.6,1.7,1.8,2.1,2.3,2.3,2.3,2.4,2.5,2.6,2.7,2.9,3.0,3.0,3.2,3.3,3.5,3.8,4.0,4.2,4.4,4.7
"83","  Government nonresidential fixed assets",0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.5,1.6,2.1,3.6,6.5,9.3,10.6,11.4,11.3,10.5,9.6,9.0,10.0,11.0,12.2,12.9,13.7,15.2,16.5,17.4,18.5,19.5,20.7,22.1,23.7,24.9,26.2,27.9,30.0,32.5,35.2,38.3,41.0,43.1,46.2,53.2,59.2,63.2,68.0,74.2,82.2,92.4,104.2,115.4,123.1,133.8,142.4,152.1,162.6,174.8,186.8,198.2,208.9,215.3,222.9,230.7,239.1,243.6,248.6,254.7,263.8,276.3,284.8,292.7,303.5,320.4,343.9,367.4,394.5,422.2,438.1,452.5,472.3,488.7,499.5,511.1,517.2,522.6,537.2,559.5
"84","    Equipment",0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.7,1.8,4.2,6.8,7.9,8.3,7.7,6.4,5.5,4.8,4.9,5.6,6.4,7.1,7.5,8.0,8.4,8.4,8.8,9.2,9.5,10.1,10.7,10.9,11.1,11.5,12.1,12.9,13.4,13.9,14.1,14.2,14.3,15.8,17.5,19.4,21.3,23.7,25.9,28.3,31.5,35.5,38.7,43.9,46.4,49.3,52.3,56.0,60.6,64.9,69.3,71.9,74.6,78.0,79.5,80.0,79.3,80.2,81.6,84.3,85.5,86.6,88.7,92.2,95.9,99.9,105.0,112.0,118.4,123.2,128.0,131.0,131.5,131.6,131.2,131.1,132.3,135.9
"85","    Structures",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.8,0.8,0.9,1.0,1.0,1.0,1.1,1.3,1.6,1.9,2.0,2.0,2.3,2.7,3.0,3.0,2.9,3.5,3.8,3.9,3.8,4.0,4.5,4.9,5.1,5.2,5.4,5.6,5.9,6.2,6.6,7.0,7.6,8.2,9.0,9.9,11.2,12.5,13.5,15.2,18.6,20.9,21.6,22.8,24.5,27.4,31.4,35.5,38.4,38.9,39.8,41.2,43.5,46.0,48.2,50.3,52.9,54.8,56.4,59.0,61.9,65.7,69.0,72.8,76.4,80.7,86.0,90.9,95.4,99.8,107.6,120.5,133.2,147.6,159.7,165.2,168.2,176.5,185.2,191.1,197.2,201.2,204.9,212.5,223.6
"86","      Federal",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.7,0.8,0.9,1.1,1.2,1.2,1.1,1.4,1.5,1.6,1.5,1.5,1.7,1.8,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.2,2.3,2.4,2.6,2.8,3.0,3.3,3.5,4.0,4.6,5.1,5.3,5.7,6.1,6.7,7.4,8.1,8.5,8.4,8.8,9.1,9.5,10.0,10.2,10.6,11.0,11.3,11.6,12.1,12.5,13.1,13.6,14.1,14.5,15.0,15.6,16.1,16.4,16.8,17.6,19.1,20.6,21.2,23.1,23.0,22.9,23.7,24.4,24.9,25.5,25.6,25.8,26.5,27.4
"87","        National defense",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.5,0.6,0.7,0.8,0.9,0.9,0.8,1.0,1.1,1.2,1.1,1.1,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.7,1.8,1.9,2.1,2.3,2.7,3.1,3.4,3.5,3.7,3.8,4.2,4.6,4.9,4.9,4.9,5.0,5.3,5.5,5.7,5.8,6.0,6.2,6.3,6.5,6.8,7.0,7.2,7.4,7.6,7.7,8.0,8.2,8.4,8.5,8.7,9.1,9.8,10.7,11.4,12.0,11.9,11.8,12.2,12.5,12.7,13.0,12.9,13.0,13.2,13.6
"88","        Nondefense",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.2,1.3,1.5,1.7,1.8,2.0,2.3,2.5,2.8,3.2,3.6,3.5,3.8,3.9,4.0,4.2,4.4,4.6,4.8,5.0,5.1,5.3,5.5,5.8,6.2,6.5,6.8,7.1,7.4,7.6,7.8,8.1,8.5,9.2,9.9,9.8,11.0,11.1,11.0,11.4,11.9,12.2,12.5,12.7,12.8,13.2,13.8
"89","      State and local",0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.9,1.0,1.2,1.3,1.2,1.2,1.3,1.6,1.8,1.8,1.8,2.1,2.3,2.3,2.3,2.4,2.8,3.1,3.2,3.4,3.5,3.7,3.9,4.2,4.5,4.8,5.3,5.8,6.4,7.2,8.2,9.2,10.0,11.2,14.0,15.8,16.3,17.1,18.4,20.7,23.9,27.4,29.9,30.5,31.0,32.1,33.9,36.1,37.9,39.6,41.9,43.5,44.8,46.9,49.3,52.6,55.5,58.7,61.9,65.7,70.4,74.9,79.0,83.0,90.0,101.4,112.6,126.4,136.6,142.2,145.3,152.9,160.9,166.2,171.7,175.5,179.1,186.0,196.2
"90","    Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.7,0.8,1.0,1.1,1.2,1.3,1.5,1.7,1.8,2.0,2.3,2.7,3.3,3.9,4.4,5.0,5.5,6.1,6.7,7.5,8.1,8.8,9.6,10.7,11.8,13.1,14.4,15.4,16.8,18.9,20.8,22.2,23.9,26.0,28.9,32.8,37.2,41.6,45.5,50.2,54.8,59.4,64.3,70.6,75.9,80.4,84.8,87.0,89.3,90.8,94.0,94.7,96.5,98.2,101.5,106.0,108.4,110.8,114.9,120.6,127.4,134.2,141.9,150.5,154.5,161.1,167.8,172.5,176.9,182.3,184.8,186.6,192.4,200.0
"Legend / Footnotes:"
"1. Consists of the fixed assets of general government and government enterprises."
"2. Due to a reclassification of underlying source data, ""Industrial Buildings"" for years 1987-1996 includes both defense-related and nondefense facilities, while ""Industrial Structures,"" for years 1997 forward includes only defense-related facilities.  For years 1997 forward, nondefense industrial facilities fall under several categories of nondefense structures."
"3. Consists of Department of defense structures, except family housing."
"4. Consists of lodging, religious, communication, sewage and waste disposal, water supply structures, and manufacturing."
"5. Consists of lodging, communication, and manufacturing."
